Employee ID,Basic Salary,House Rent Allowance,Travel Allowance,Provident Fund,Income Tax,Insurance,Professional Tax,ESIC
EMP1856,837578,167515,16751,100509,0.05,25127,200,33503
EMP1857,722656,144531,14453,86718,0.05,21679,200,28906
EMP1858,687057,137411,13741,82446,0.1,20611,200,27482
EMP1859,386434,77286,7728,46372,0.1,11593,200,15457
EMP1860,489498,97899,9789,58739,0.1,14684,200,19579
EMP1861,413578,82715,8271,49629,0.1,12407,200,16543
EMP1862,984510,196902,19690,118141,0.05,29535,200,39380
EMP1863,777990,155598,15559,93358,0.05,23339,200,31119
EMP1864,533298,106659,10665,63995,0.1,15998,200,21331
EMP1865,887595,177519,17751,106511,0.05,26627,200,35503
EMP1866,339798,67959,6795,40775,0.1,10193,200,13591
EMP1867,427506,85501,8550,51300,0.1,12825,200,17100
EMP1868,446934,89386,8938,53632,0.1,13408,200,17877
EMP1869,679025,135805,13580,81483,0.1,20370,200,27161
EMP1870,547919,109583,10958,65750,0.1,16437,200,21916
EMP1871,318039,63607,6360,38164,0.1,9541,200,12721
EMP1872,678782,135756,13575,81453,0.1,20363,200,27151
EMP1873,824516,164903,16490,98941,0.05,24735,200,32980
EMP1874,722195,144439,14443,86663,0.05,21665,200,28887
EMP1875,370053,74010,7401,44406,0.1,11101,200,14802
EMP1876,633903,126780,12678,76068,0.1,19017,200,25356
EMP1877,837092,167418,16741,100451,0.05,25112,200,33483
EMP1878,557825,111565,11156,66939,0.1,16734,200,22313
EMP1879,339390,67878,6787,40726,0.1,10181,200,13575
EMP1880,867721,173544,17354,104126,0.05,26031,200,34708
EMP1881,944315,188863,18886,113317,0.05,28329,200,37772
EMP1882,807447,161489,16148,96893,0.05,24223,200,32297
EMP1883,977473,195494,19549,117296,0.05,29324,200,39098
EMP1884,736388,147277,14727,88366,0.05,22091,200,29455
EMP1885,873514,174702,17470,104821,0.05,26205,200,34940
EMP1886,418287,83657,8365,50194,0.1,12548,200,16731
EMP1887,523757,104751,10475,62850,0.1,15712,200,20950
EMP1888,331200,66240,6624,39744,0.1,9936,200,13248
EMP1889,387241,77448,7744,46468,0.1,11617,200,15489
EMP1890,852735,170547,17054,102328,0.05,25582,200,34109
EMP1891,723952,144790,14479,86874,0.05,21718,200,28958
EMP1892,318655,63731,6373,38238,0.1,9559,200,12746
EMP1893,697450,139490,13949,83694,0.1,20923,200,27898
EMP1894,374871,74974,7497,44984,0.1,11246,200,14994
EMP1895,603936,120787,12078,72472,0.1,18118,200,24157
EMP1896,309690,61938,6193,37162,0.1,9290,200,12387
EMP1897,566992,113398,11339,68039,0.1,17009,200,22679
EMP1898,416839,83367,8336,50020,0.1,12505,200,16673
EMP1899,352694,70538,7053,42323,0.1,10580,200,14107
EMP1900,395011,79002,7900,47401,0.1,11850,200,15800
EMP1901,808624,161724,16172,97034,0.05,24258,200,32344
EMP1902,347360,69472,6947,41683,0.1,10420,200,13894
EMP1903,587887,117577,11757,70546,0.1,17636,200,23515
EMP1904,890812,178162,17816,106897,0.05,26724,200,35632
EMP1905,836534,167306,16730,100384,0.05,25096,200,33461
EMP1906,985094,197018,19701,118211,0.05,29552,200,39403
EMP1907,705166,141033,14103,84619,0.05,21154,200,28206
EMP1908,560670,112134,11213,67280,0.1,16820,200,22426
EMP1909,894053,178810,17881,107286,0.05,26821,200,35762
EMP1910,647684,129536,12953,77722,0.1,19430,200,25907
EMP1911,738867,147773,14777,88664,0.05,22166,200,29554
EMP1912,475335,95067,9506,57040,0.1,14260,200,19013
EMP1913,371565,74313,7431,44587,0.1,11146,200,14862
EMP1914,502577,100515,10051,60309,0.1,15077,200,20103
EMP1915,961203,192240,19224,115344,0.05,28836,200,38448
EMP1916,652621,130524,13052,78314,0.1,19578,200,26104
EMP1917,636777,127355,12735,76413,0.1,19103,200,25471
EMP1918,872369,174473,17447,104684,0.05,26171,200,34894
EMP1919,637642,127528,12752,76517,0.1,19129,200,25505
EMP1920,537127,107425,10742,64455,0.1,16113,200,21485
EMP1921,823367,164673,16467,98804,0.05,24701,200,32934
EMP1922,784440,156888,15688,94132,0.05,23533,200,31377
EMP1923,830013,166002,16600,99601,0.05,24900,200,33200
EMP1924,831822,166364,16636,99818,0.05,24954,200,33272
EMP1925,830541,166108,16610,99664,0.05,24916,200,33221
EMP1926,644535,128907,12890,77344,0.1,19336,200,25781
EMP1927,319932,63986,6398,38391,0.1,9597,200,12797
EMP1928,417976,83595,8359,50157,0.1,12539,200,16719
EMP1929,890535,178107,17810,106864,0.05,26716,200,35621
EMP1930,384278,76855,7685,46113,0.1,11528,200,15371
EMP1931,543273,108654,10865,65192,0.1,16298,200,21730
EMP1932,560736,112147,11214,67288,0.1,16822,200,22429
EMP1933,517519,103503,10350,62102,0.1,15525,200,20700
EMP1934,880346,176069,17606,105641,0.05,26410,200,35213
EMP1935,635202,127040,12704,76224,0.1,19056,200,25408
EMP1936,754014,150802,15080,90481,0.05,22620,200,30160
EMP1937,336021,67204,6720,40322,0.1,10080,200,13440
EMP1938,721429,144285,14428,86571,0.05,21642,200,28857
EMP1939,533121,106624,10662,63974,0.1,15993,200,21324
EMP1940,974746,194949,19494,116969,0.05,29242,200,38989
EMP1941,524508,104901,10490,62940,0.1,15735,200,20980
EMP1942,301688,60337,6033,36202,0.1,9050,200,12067
EMP1943,550063,110012,11001,66007,0.1,16501,200,22002
EMP1944,584141,116828,11682,70096,0.1,17524,200,23365
EMP1945,980740,196148,19614,117688,0.05,29422,200,39229
EMP1946,787614,157522,15752,94513,0.05,23628,200,31504
EMP1947,309995,61999,6199,37199,0.1,9299,200,12399
EMP1948,506638,101327,10132,60796,0.1,15199,200,20265
EMP1949,329715,65943,6594,39565,0.1,9891,200,13188
EMP1950,768514,153702,15370,92221,0.05,23055,200,30740
EMP1951,690932,138186,13818,82911,0.1,20727,200,27637
EMP1952,600469,120093,12009,72056,0.1,18014,200,24018
EMP1953,382452,76490,7649,45894,0.1,11473,200,15298
EMP1954,946439,189287,18928,113572,0.05,28393,200,37857
EMP1955,840171,168034,16803,100820,0.05,25205,200,33606
EMP1956,712154,142430,14243,85458,0.05,21364,200,28486
EMP1957,902216,180443,18044,108265,0.05,27066,200,36088
EMP1958,340975,68195,6819,40917,0.1,10229,200,13639
EMP1959,971007,194201,19420,116520,0.05,29130,200,38840
EMP1960,915206,183041,18304,109824,0.05,27456,200,36608
EMP1961,396423,79284,7928,47570,0.1,11892,200,15856
EMP1962,833795,166759,16675,100055,0.05,25013,200,33351
EMP1963,756242,151248,15124,90749,0.05,22687,200,30249
EMP1964,943166,188633,18863,113179,0.05,28294,200,37726
EMP1965,365546,73109,7310,43865,0.1,10966,200,14621
EMP1966,642061,128412,12841,77047,0.1,19261,200,25682
EMP1967,799075,159815,15981,95889,0.05,23972,200,31963
EMP1968,310398,62079,6207,37247,0.1,9311,200,12415
EMP1969,502247,100449,10044,60269,0.1,15067,200,20089
EMP1970,686142,137228,13722,82337,0.1,20584,200,27445
EMP1971,874659,174931,17493,104959,0.05,26239,200,34986
EMP1972,326717,65343,6534,39206,0.1,9801,200,13068
EMP1973,768479,153695,15369,92217,0.05,23054,200,30739
EMP1974,374241,74848,7484,44908,0.1,11227,200,14969
EMP1975,600025,120005,12000,72003,0.1,18000,200,24001
EMP1976,553458,110691,11069,66414,0.1,16603,200,22138
EMP1977,338138,67627,6762,40576,0.1,10144,200,13525
EMP1978,698271,139654,13965,83792,0.1,20948,200,27930
EMP1979,774928,154985,15498,92991,0.05,23247,200,30997
EMP1980,503828,100765,10076,60459,0.1,15114,200,20153
EMP1981,492903,98580,9858,59148,0.1,14787,200,19716
EMP1982,430659,86131,8613,51679,0.1,12919,200,17226
EMP1983,678190,135638,13563,81382,0.1,20345,200,27127
EMP1984,590020,118004,11800,70802,0.1,17700,200,23600
EMP1985,467423,93484,9348,56090,0.1,14022,200,18696
EMP1986,915716,183143,18314,109885,0.05,27471,200,36628
EMP1987,516164,103232,10323,61939,0.1,15484,200,20646
EMP1988,646530,129306,12930,77583,0.1,19395,200,25861
EMP1989,572951,114590,11459,68754,0.1,17188,200,22918
EMP1990,788279,157655,15765,94593,0.05,23648,200,31531
EMP1991,928252,185650,18565,111390,0.05,27847,200,37130
EMP1992,919063,183812,18381,110287,0.05,27571,200,36762
EMP1993,461743,92348,9234,55409,0.1,13852,200,18469
EMP1994,435225,87045,8704,52227,0.1,13056,200,17409
EMP1995,671413,134282,13428,80569,0.1,20142,200,26856
EMP1996,543003,108600,10860,65160,0.1,16290,200,21720
EMP1997,884852,176970,17697,106182,0.05,26545,200,35394
EMP1998,587237,117447,11744,70468,0.1,17617,200,23489
EMP1999,667076,133415,13341,80049,0.1,20012,200,26683
EMP2000,343635,68727,6872,41236,0.1,10309,200,13745
